"ID","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","STATUS"
"a064E000004DRi2QAG","475","2013-10-26T23:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi3QAG","475","2014-04-26T23:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi4QAG","475","2013-11-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi5QAG","475","2013-12-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi6QAG","475","2014-02-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi7QAG","475","2014-03-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi8QAG","475","2014-01-27T00:00:00.000Z","a0758000002kNDHAA2","GBP","170","Item Created"
"a064E000004DRi9QAG","475","2014-09-25T23:00:00.000Z","a0758000002kNNlAAM","GBP","500","Item Created"
"a064E000004DRiAQAW","475","2013-04-01T23:00:00.000Z","a0758000002kNDHAA2","GBP","2625","Item Created"
"a064E000004DRiBQAW","475","2012-08-26T23:00:00.000Z","a0758000002kNDHAA2","GBP","1976.1","Item Created"
"a064E000004DRiCQAW","475","2010-10-26T23:00:00.000Z","a0758000002kNNlAAM","GBP","83","Item Created"
"a064E000004DRiDQAW","475","2014-10-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","494","Item Created"
"a064E000004DRiEQAW","475","2014-11-02T00:00:00.000Z","a0758000002kNNFAA2","GBP","500","Item Created"
"a064E000004DRiFQAW","475","2014-11-02T00:00:00.000Z","a0758000002kNQYAA2","GBP","500","Item Created"
"a064E000004DRiGQAW","475","2014-11-02T00:00:00.000Z","a0758000002kNGnAAM","GBP","226.24","Item Created"
"a064E000004DRiHQAW","475","2014-11-27T00:00:00.000Z","a0758000002kNNlAAM","GBP","600","Item Created"
"a064E000004DRiIQAW","475","2014-12-29T00:00:00.000Z","a0758000002kNDHAA2","GBP","625","Item Created"
"a064E000004DRiJQAW","475","2014-12-29T00:00:00.000Z","a0758000002kNNlAAM","GBP","600","Item Created"
"a064E000004DRiKQAW","475","2015-01-07T00:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Item Created"
"a064E000004DRiLQAW","475","2015-02-06T00:00:00.000Z","a0758000002kNNlAAM","GBP","600","Item Created"
"a064E000004DRiMQAW","475","2015-03-28T00:00:00.000Z","a0758000002kNFHAA2","GBP","500","Item Created"
"a064E000004DRiNQAW","475","2015-03-31T23:00:00.000Z","a0758000002kNGHAA2","GBP","500","Item Created"
"a064E000004DRiOQAW","475","2015-04-27T23:00:00.000Z","a0758000002kNNlAAM","GBP","500","Item Created"
"a064E000004DRiPQAW","475","2015-06-25T23:00:00.000Z","a0758000002kNMyAAM","GBP","500","Item Created"
"a064E000004DRiQQAW","475","2015-09-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","500","Item Created"
"a064E000004DRiRQAW","475","2015-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","500","Item Created"
"a064E000004DRiSQAW","475","2015-10-28T00:00:00.000Z","a0758000002kNMyAAM","GBP","250","Item Created"
"a064E000004DRiTQAW","475","2015-10-28T00:00:00.000Z","a0758000002kNM8AAM","GBP","250","Item Created"
"a064E000004DRiUQAW","475","2015-10-28T00:00:00.000Z","a0758000002kNFnAAM","GBP","684","Item Created"
"a064E000004DRiVQAW","475","2016-01-03T00:00:00.000Z","a0758000002kNDHAA2","GBP","500","Item Created"
"a064E000004DRiWQAW","477","2014-09-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","9076.5","Item Created"
"a064E000004DRiXQAW","478","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","312","Item Created"
"a064E000004DRiYQAW","478","2012-07-29T22:00:00.000Z","a0758000002kNNlAAM","GBP","600","Item Created"
"a064E000004DRiZQAW","478","2013-03-01T22:00:00.000Z","a0758000002kNMyAAM","GBP","50","Item Created"
"a064E000004DRiaQAG","478","2015-09-07T22:00:00.000Z","a0758000002kNF0AAM","GBP","200","Item Created"
"a064E000004DRibQAG","478","2015-10-20T22:00:00.000Z","a0758000002kNF0AAM","GBP","665","Item Created"
"a064E000004DRicQAG","480","2013-12-01T05:00:00.000Z","a0758000002kNDHAA2","USD","1210","Item Created"
"a064E000004DRidQAG","480","2014-01-21T05:00:00.000Z","a0758000002kNDHAA2","USD","150","Item Created"
"a064E000004DRieQAG","480","2014-02-15T05:00:00.000Z","a0758000002kNDHAA2","USD","50","Item Created"
"a064E000004DRifQAG","480","2014-04-16T04:00:00.000Z","a0758000002kNDHAA2","USD","200","Item Created"
"a064E000004DRigQAG","480","2014-06-27T04:00:00.000Z","a0758000002kNDHAA2","USD","150","Item Created"
"a064E000004DRihQAG","480","2014-07-10T04:00:00.000Z","a0758000002kNDHAA2","USD","500","Item Created"
"a064E000004DRiiQAG","480","2015-01-23T05:00:00.000Z","a0758000002kNDHAA2","USD","50","Item Created"
"a064E000004DRijQAG","480","2015-05-29T04:00:00.000Z","a0758000002kNNlAAM","USD","160","Item Created"
"a064E000004DRikQAG","480","2015-01-26T05:00:00.000Z","a0758000002kNNlAAM","USD","35","Item Created"
"a064E000004DRilQAG","480","2015-03-16T04:00:00.000Z","a0758000002kNDHAA2","USD","10","Item Created"
"a064E000004DRimQAG","480","2016-01-04T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Item Created"
"a064E000004DRinQAG","481","2014-04-13T23:00:00.000Z","a0758000002kNNlAAM","GBP","325","Item Created"
"a064E000004DRioQAG","481","2015-04-11T23:00:00.000Z","a0758000002kNNlAAM","GBP","500","Item Created"
"a064E000004DRipQAG","482","2014-03-31T16:00:00.000Z","a0758000002kNDHAA2","EUR","1000","Item Created"
"a064E000004DRiqQAG","482","2013-01-14T16:00:00.000Z","a0758000002kNDHAA2","EUR","433","Item Created"
"a064E000004DRirQAG","482","2015-12-19T23:00:00.000Z","a0758000002kNDHAA2","EUR","3600","Item Created"
"a064E000004DRisQAG","482","2015-12-19T23:00:00.000Z","a0758000002kNQTAA2","EUR","2607","Item Created"
"a064E000004DRitQAG","483","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","100","Item Created"
"a064E000004DRiuQAG","483","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","300","Item Created"
"a064E000004DRivQAG","484","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1092","Item Created"
"a064E000004DRiwQAG","484","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","37.5","Item Created"
"a064E000004DRixQAG","484","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","196.5","Item Created"
"a064E000004DRiyQAG","485","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","62.5","Item Created"
"a064E000004DRizQAG","485","2013-04-15T23:00:00.000Z","a0758000002kNDHAA2","GBP","0.1","Item Created"
"a064E000004DRj0QAG","485","2014-04-15T23:00:00.000Z","a0758000002kNDHAA2","GBP","0.1","Item Created"
"a064E000004DRj1QAG","485","2014-12-10T00:00:00.000Z","a0758000002kNDHAA2","GBP","120","Item Created"
"a064E000004DRj2QAG","485","2014-12-10T00:00:00.000Z","a0758000002kNNlAAM","GBP","120","Item Created"
"a064E000004DRj3QAG","485","2014-12-10T00:00:00.000Z","a0758000002kNGHAA2","GBP","120","Item Created"
"a064E000004DRj4QAG","485","2014-12-10T00:00:00.000Z","a0758000002kNMyAAM","GBP","120","Item Created"
"a064E000004DRj5QAG","485","2015-01-11T00:00:00.000Z","a0758000002kNDHAA2","GBP","56.25","Item Created"
"a064E000004DRj6QAG","485","2015-01-11T00:00:00.000Z","a0758000002kNNlAAM","GBP","56.25","Item Created"
"a064E000004DRj7QAG","485","2015-01-11T00:00:00.000Z","a0758000002kNGHAA2","GBP","56.25","Item Created"
"a064E000004DRj8QAG","485","2015-01-11T00:00:00.000Z","a0758000002kNMyAAM","GBP","56.25","Item Created"
"a064E000004DRj9QAG","485","2015-03-11T00:00:00.000Z","a0758000002kNDHAA2","GBP","51.25","Item Created"
"a064E000004DRjAQAW","485","2015-03-11T00:00:00.000Z","a0758000002kNNlAAM","GBP","51.25","Item Created"
"a064E000004DRjBQAW","485","2015-03-11T00:00:00.000Z","a0758000002kNGHAA2","GBP","51.25","Item Created"
"a064E000004DRjCQAW","485","2015-03-11T00:00:00.000Z","a0758000002kNMyAAM","GBP","51.25","Item Created"
"a064E000004DRjDQAW","485","2015-01-24T00:00:00.000Z","a0758000002kNDHAA2","GBP","57.81","Item Created"
"a064E000004DRjEQAW","485","2015-01-24T00:00:00.000Z","a0758000002kNNlAAM","GBP","57.81","Item Created"
"a064E000004DRjFQAW","485","2015-01-24T00:00:00.000Z","a0758000002kNGHAA2","GBP","57.81","Item Created"
"a064E000004DRjGQAW","485","2015-01-24T00:00:00.000Z","a0758000002kNMyAAM","GBP","57.81","Item Created"
"a064E000004DRjHQAW","485","2015-05-24T21:00:00.000Z","a0758000002kNDHAA2","GBP","150","Item Created"
"a064E000004DRjIQAW","485","2015-05-24T21:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DRjJQAW","485","2015-05-24T21:00:00.000Z","a0758000002kNGHAA2","GBP","150","Item Created"
"a064E000004DRjKQAW","485","2015-05-24T21:00:00.000Z","a0758000002kNMyAAM","GBP","150","Item Created"
"a064E000004DRjLQAW","485","2015-10-02T07:00:00.000Z","a0758000002kNDHAA2","GBP","35.94","Item Created"
"a064E000004DRjMQAW","485","2015-10-02T07:00:00.000Z","a0758000002kNNlAAM","GBP","35.94","Item Created"
"a064E000004DRjNQAW","485","2015-10-02T07:00:00.000Z","a0758000002kNGHAA2","GBP","35.94","Item Created"
"a064E000004DRjOQAW","485","2015-10-02T07:00:00.000Z","a0758000002kNMyAAM","GBP","35.94","Item Created"
"a064E000004DRjPQAW","610","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","781","Item Created"
"a064E000004DRjQQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNDfAAM","AUD","2500","Item Created"
"a064E000004DRjRQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNE1AAM","AUD","2500","Item Created"
"a064E000004DRjSQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNEbAAM","AUD","286","Item Created"
"a064E000004DRjTQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNFMAA2","AUD","2020","Item Created"
"a064E000004DRjUQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNHRAA2","AUD","4500","Item Created"
"a064E000004DRjVQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNKrAAM","AUD","2220","Item Created"
"a064E000004DRjWQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNMBAA2","AUD","7000","Item Created"
"a064E000004DRjXQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNPdAAM","AUD","600","Item Created"
"a064E000004DRjYQAW","618","2013-11-29T13:00:00.000Z","a0758000002kNQXAA2","AUD","420","Item Created"
"a064E000004DRjZQAW","619","2015-08-30T23:00:00.000Z","a0758000002kNHwAAM","GBP","320","Item Created"
"a064E000004DRjaQAG","619","2015-12-16T00:00:00.000Z","a0758000002kNHwAAM","GBP","480","Item Created"
"a064E000004DRjbQAG","624","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","400","Item Created"
"a064E000004DRjcQAG","624","2014-04-28T06:00:00.000Z","a0758000002kNQiAAM","USD","9300","Item Created"
"a064E000004DRjdQAG","624","2013-09-01T06:00:00.000Z","a0758000002kNQiAAM","USD","1000","Item Created"
"a064E000004DRjeQAG","624","2015-02-21T06:00:00.000Z","a0758000002kNQiAAM","USD","3000","Item Created"
"a064E000004DRjfQAG","647","2013-09-30T04:00:00.000Z","a0758000002kNF9AAM","USD","1400","Item Created"
"a064E000004DRjgQAG","647","2013-05-12T04:00:00.000Z","a0758000002kNJmAAM","USD","21","Item Created"
"a064E000004DRjhQAG","647","2013-06-16T04:00:00.000Z","a0758000002kNKDAA2","USD","650","Item Created"
"a064E000004DRjiQAG","647","2013-10-08T04:00:00.000Z","a0758000002kNHyAAM","USD","1500","Item Created"
"a064E000004DRjjQAG","647","2013-12-13T05:00:00.000Z","a0758000002kNOYAA2","USD","3000","Item Created"
"a064E000004DRjkQAG","647","2013-12-13T05:00:00.000Z","a0758000002kNGHAA2","USD","500","Item Created"
"a064E000004DRjlQAG","647","2012-09-22T04:00:00.000Z","a0758000002kNDHAA2","USD","5025","Item Created"
"a064E000004DRjmQAG","647","2012-12-05T05:00:00.000Z","a0758000002kNF9AAM","USD","500","Item Created"
"a064E000004DRjnQAG","647","2012-12-20T05:00:00.000Z","a0758000002kNNlAAM","USD","500","Item Created"
"a064E000004DRjoQAG","647","2011-08-17T04:00:00.000Z","a0758000002kNGRAA2","USD","4000","Item Created"
"a064E000004DRjpQAG","647","2011-05-26T04:00:00.000Z","a0758000002kNOJAA2","USD","60","Item Created"
"a064E000004DRjqQAG","647","2011-12-29T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Item Created"
"a064E000004DRjrQAG","647","2011-12-29T05:00:00.000Z","a0758000002kNNlAAM","USD","500","Item Created"
"a064E000004DRjsQAG","647","2011-12-29T05:00:00.000Z","a0758000002kNLsAAM","USD","500","Item Created"
"a064E000004DRjtQAG","647","2010-12-31T05:00:00.000Z","a0758000002kNGHAA2","USD","1100","Item Created"
"a064E000004DRjuQAG","647","2014-08-21T04:00:00.000Z","a0758000002kNHwAAM","USD","500","Item Created"
"a064E000004DRjvQAG","647","2014-02-18T05:00:00.000Z","a0758000002kNHLAA2","USD","150","Item Created"
"a064E000004DRjwQAG","647","2014-11-14T05:00:00.000Z","a0758000002kNKyAAM","USD","280","Item Created"
"a064E000004DRjxQAG","647","2014-04-04T04:00:00.000Z","a0758000002kNDHAA2","USD","565","Item Created"
"a064E000004DRjyQAG","675","2014-02-20T00:00:00.000Z","a0758000002kNDHAA2","GBP","150","Item Created"
"a064E000004DRjzQAG","675","2015-05-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DRk0QAG","675","2012-02-09T00:00:00.000Z","a0758000002kNDHAA2","GBP","20","Item Created"
"a064E000004DRk1QAG","675","2012-03-23T00:00:00.000Z","a0758000002kNDHAA2","GBP","82","Item Created"
"a064E000004DRk2QAG","675","2013-03-21T00:00:00.000Z","a0758000002kNJKAA2","GBP","120","Item Created"
"a064E000004DRk3QAG","677","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","5000","Item Created"
"a064E000004DRk4QAG","677","2013-10-07T07:00:00.000Z","a0758000002kNDHAA2","USD","16500","Item Created"
"a064E000004DRk5QAG","677","2012-11-07T08:00:00.000Z","a0758000002kNDHAA2","USD","12000","Item Created"
"a064E000004DRk6QAG","677","2011-12-30T08:00:00.000Z","a0758000002kNNlAAM","USD","5000","Item Created"
"a064E000004DRk7QAG","677","2011-02-15T08:00:00.000Z","a0758000002kNRMAA2","USD","1000","Item Created"
"a064E000004DRk8QAG","677","2012-11-12T08:00:00.000Z","a0758000002kNNlAAM","USD","5000","Item Created"
"a064E000004DRk9QAG","677","2012-01-01T08:00:00.000Z","a0758000002kNKYAA2","USD","1000","Item Created"
"a064E000004DRkAQAW","677","2014-12-09T08:00:00.000Z","a0758000002kNHwAAM","USD","9000","Item Created"
"a064E000004DRkBQAW","677","2014-12-26T08:00:00.000Z","a0758000002kNDHAA2","USD","8000","Item Created"
"a064E000004DRkCQAW","677","2015-11-19T08:00:00.000Z","a0758000002kNHwAAM","USD","6000","Item Created"
"a064E000004DRkDQAW","677","2015-12-17T08:00:00.000Z","a0758000002kNDHAA2","USD","14000","Item Created"
"a064E000004DRkEQAW","691","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","180","Item Created"
"a064E000004DRkFQAW","695","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","2000","Item Created"
"a064E000004DRkGQAW","695","2014-10-15T23:00:00.000Z","a0758000002kNDHAA2","USD","0.1","Item Created"
"a064E000004DRkHQAW","695","2013-10-15T23:00:00.000Z","a0758000002kNDHAA2","USD","0.1","Item Created"
"a064E000004DRkIQAW","695","2012-10-15T23:00:00.000Z","a0758000002kNDHAA2","USD","0.1","Item Created"
"a064E000004DRkJQAW","699","2013-01-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkKQAW","699","2013-02-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkLQAW","699","2013-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkMQAW","699","2013-03-29T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkNQAW","699","2013-05-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkOQAW","699","2013-06-27T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkPQAW","699","2013-07-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkQQAW","699","2013-08-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkRQAW","699","2013-09-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkSQAW","699","2013-10-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkTQAW","699","2013-11-29T00:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkUQAW","699","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkVQAW","699","2014-05-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkWQAW","699","2014-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkXQAW","699","2014-03-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkYQAW","699","2014-01-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkZQAW","699","2014-02-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkaQAG","699","2011-08-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkbQAG","699","2011-09-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkcQAG","699","2011-10-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkdQAG","699","2011-11-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkeQAG","699","2011-12-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkfQAG","699","2012-01-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkgQAG","699","2012-02-29T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkhQAG","699","2012-03-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkiQAG","699","2012-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkjQAG","699","2012-05-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkkQAG","699","2012-06-28T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRklQAG","699","2012-07-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkmQAG","699","2012-08-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRknQAG","699","2012-09-27T23:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkoQAG","699","2012-10-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkpQAG","699","2012-11-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkqQAG","699","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DRkrQAG","699","2013-07-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","525","Item Created"
"a064E000004DRksQAG","699","2014-06-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRktQAG","699","2014-07-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkuQAG","699","2014-08-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkvQAG","699","2014-09-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","425","Item Created"
"a064E000004DRkwQAG","699","2014-08-31T16:00:00.000Z","a0758000002kNNlAAM","GBP","1250","Item Created"
"a064E000004DRkxQAG","699","2015-02-14T16:00:00.000Z","a0758000002kNNlAAM","GBP","1300","Item Created"
"a064E000004DRkyQAG","699","2015-10-29T16:00:00.000Z","a0758000002kNPhAAM","GBP","500","Item Created"
"a064E000004DRkzQAG","699","2015-10-03T16:00:00.000Z","a0758000002kNNlAAM","GBP","3060","Item Created"
"a064E000004DRl0QAG","701","2013-05-26T23:00:00.000Z","a0758000002kNNlAAM","GBP","6960","Item Created"
"a064E000004DRl1QAG","701","2014-05-26T23:00:00.000Z","a0758000002kNNlAAM","GBP","7000","Item Created"
"a064E000004DRl2QAG","706","2013-02-09T00:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DRl3QAG","706","2013-02-09T00:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DRl4QAG","706","2014-02-25T00:00:00.000Z","a0758000002kNNlAAM","GBP","28.75","Item Created"
"a064E000004DRl5QAG","706","2014-03-02T00:00:00.000Z","a0758000002kNDHAA2","GBP","31.25","Item Created"
"a064E000004DRl6QAG","706","2014-04-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","12.5","Item Created"
"a064E000004DRl7QAG","706","2014-04-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","12.5","Item Created"
"a064E000004DRl8QAG","706","2014-04-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","12.5","Item Created"
"a064E000004DRl9QAG","706","2014-04-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","12.5","Item Created"
"a064E000004DRlAQAW","706","2012-06-08T23:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DRlBQAW","706","2012-06-08T23:00:00.000Z","a0758000002kNNlAAM","GBP","5","Item Created"
"a064E000004DRlCQAW","706","2014-07-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","2000","Item Created"
"a064E000004DRlDQAW","706","2014-09-17T04:00:00.000Z","a0758000002kNGHAA2","GBP","25","Item Created"
"a064E000004DRlEQAW","706","2014-09-17T04:00:00.000Z","a0758000002kNMyAAM","GBP","25","Item Created"
"a064E000004DRlFQAW","706","2014-09-01T04:00:00.000Z","a0758000002kNDHAA2","USD","14","Item Created"
"a064E000004DRlGQAW","709","2013-03-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","2006.5","Item Created"
"a064E000004DRlHQAW","709","2013-03-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","2006.5","Item Created"
"a064E000004DRlIQAW","709","2013-03-31T00:00:00.000Z","a0758000002kNGHAA2","GBP","2006.5","Item Created"
"a064E000004DRlJQAW","709","2013-03-31T00:00:00.000Z","a0758000002kNMyAAM","GBP","2006.5","Item Created"
"a064E000004DRlKQAW","709","2014-03-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","3000","Item Created"
"a064E000004DRlLQAW","709","2014-03-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","3000","Item Created"
"a064E000004DRlMQAW","709","2014-03-30T23:00:00.000Z","a0758000002kNGHAA2","GBP","3000","Item Created"
"a064E000004DRlNQAW","709","2014-03-30T23:00:00.000Z","a0758000002kNMyAAM","GBP","3000","Item Created"
"a064E000004DRlOQAW","709","2015-03-30T23:00:00.000Z","a0758000002kNDHAA2","GBP","1920","Item Created"
"a064E000004DRlPQAW","709","2015-03-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","1920","Item Created"
"a064E000004DRlQQAW","709","2015-03-30T23:00:00.000Z","a0758000002kNGHAA2","GBP","1920","Item Created"
"a064E000004DRlRQAW","709","2015-03-30T23:00:00.000Z","a0758000002kNMyAAM","GBP","1920","Item Created"
"a064E000004DRlSQAW","714","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","50","Item Created"
"a064E000004DRlTQAW","714","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","50","Item Created"
"a064E000004DRlUQAW","718","2014-03-02T00:00:00.000Z","a0758000002kNDHAA2","GBP","3000","Item Created"
"a064E000004DRlVQAW","718","2013-03-02T00:00:00.000Z","a0758000002kNDHAA2","GBP","4800","Item Created"
"a064E000004DRlWQAW","722","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","1812.05","Item Created"
"a064E000004DRlXQAW","722","2012-07-24T14:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlYQAW","722","2012-08-24T14:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlZQAW","722","2012-09-24T14:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlaQAG","722","2012-10-24T13:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlbQAG","722","2012-11-16T13:30:00.000Z","a0758000002kNDHAA2","AUD","200","Item Created"
"a064E000004DRlcQAG","722","2012-11-24T13:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRldQAG","722","2012-12-24T13:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRleQAG","722","2012-12-28T13:30:00.000Z","a0758000002kNDHAA2","AUD","250","Item Created"
"a064E000004DRlfQAG","722","2013-01-24T13:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlgQAG","722","2013-02-24T13:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlhQAG","722","2013-03-03T13:30:00.000Z","a0758000002kNDHAA2","AUD","500","Item Created"
"a064E000004DRliQAG","722","2013-03-24T13:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRljQAG","722","2013-04-24T14:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlkQAG","722","2013-05-24T14:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRllQAG","722","2013-06-24T14:30:00.000Z","a0758000002kNDHAA2","AUD","255","Item Created"
"a064E000004DRlmQAG","722","2012-07-24T14:30:00.000Z","a0758000002kNJKAA2","AUD","164.89","Item Created"
"a064E000004DRlnQAG","722","2012-08-24T14:30:00.000Z","a0758000002kNJKAA2","AUD","163.92","Item Created"
"a064E000004DRloQAG","722","2012-09-24T14:30:00.000Z","a0758000002kNJKAA2","AUD","164.65","Item Created"
"a064E000004DRlpQAG","722","2012-10-24T13:30:00.000Z","a0758000002kNJKAA2","AUD","164.84","Item Created"
"a064E000004DRlqQAG","722","2012-11-24T13:30:00.000Z","a0758000002kNJKAA2","AUD","162.93","Item Created"
"a064E000004DRlrQAG","722","2012-12-24T13:30:00.000Z","a0758000002kNJKAA2","AUD","164.38","Item Created"
"a064E000004DRlsQAG","722","2013-01-24T13:30:00.000Z","a0758000002kNJKAA2","AUD","163.29","Item Created"
